FID_1,X,Y,ID,Ni,Zn,Cr,SIGLE_PEDO,region_etm,GS
4894,71103,147677,2009-90900I,9.78,41.6315789474,17.7010309278,Adb,1,4
4646,89000,139700,200660682B,16.9,78.6052631579,26.3402777778,Ada1,1,4
4841,89358,139052,2008121111,17,60,24.6694214876,Ada1,1,4
4566,75424,151861,2005121808,14.7346938776,39.8585858586,22.3008849558,Ada0,1,4
4567,74787,151278,2005121809,16.5714285714,38.6464646465,22.7433628319,Ada0,1,4
4832,84885,150630,2008121099,16,84,25.4958677686,Adp(c),1,4
4839,84625,150530,2008121109,15,51,29.6280991736,Ada1,1,4
4848,86100,161240,2008121120,,130,65.9917355372,Eep,1,1
4608,80380,149878,2006-60983/B,13.9,58.0789473684,39.8125,Edx,1,1
4838,91470,158610,2008121108,26,110,59.3801652893,Eep,1,1
4850,91460,158625,2008121122,9.1,48,20.5371900826,Eep,1,1
4847,86815,159740,2008121119,,74,39.5454545455,Eepz,1,1
4849,86700,160630,2008121121,19,56,41.1983471074,Edb,1,1
4846,85020,150730,2008121118,,63,31.2809917355,Ldc1,1,3
4539,84526,159373,2005080901,10.0204081633,32.3838383838,19.3805309735,Lba,1,3
4831,84635,159450,2008121098,6.7,33,15.5785123967,Lba,1,3
4550,91484,160026,2005094286,11.0408163265,36.1212121212,13.8938053097,Lca,1,3
4551,91873,160093,2005094287,10.6530612245,36.8282828283,14.4247787611,Lca,1,3
4895,86000,159681,2009-91039,9.75,51.3684210526,13.7835051546,Lba,1,3
4540,86143,159509,2005080902,9.14285714286,48.8484848485,17.610619469,Lca,1,3
4541,86151,159508,2005080903,9.14285714286,48.8484848485,17.610619469,Lca,1,3
4679,85650,159810,2007-70055/D,,43.7368421053,,Lca,1,3
4830,85050,158735,2008121097,,42,18.0578512397,Lca,1,3
4612,91280,156800,2006-70001/B,12.38,56.9342105263,,Ldc0,1,3
4733,89335,160280,2008072108A,12,44,23.0165289256,Lcp,1,3
4656,82604,157550,200660714/A,,41.5,20.3680555556,Lda,1,3
4657,82604,157550,200660714/B,9.9,45.1842105263,22.7291666667,Lda,1,3
4842,81230,154740,2008121112,13,47,26.3223140496,Lda0,1,3
4568,86807,157515,2005121810,13.6326530612,35.6161616162,19.3805309735,Ldcz,1,3
4833,87310,159020,2008121100,11,50,24.6694214876,Ldp,1,3
4561,84579,153957,2005110266,13.8163265306,40.0606060606,23.8053097345,Ldc0,1,3
4851,87580,160440,2008121123,16,44,28.8016528926,Lba1,1,3
4807,86580,158490,2008113914,,58,20.5371900826,Ldp,1,3
4552,91458,159868,2005094288,10.3265306122,29.5555555556,14.7787610619,Lcc/o,1,3
4705,82559,154313,2008-121105,,43,27.1487603306,Ldc1,1,3
4836,82550,154315,2008121105,14,43,27.1487603306,Ldc1,1,3
4520,90450,159523,2005074326,15.2448979592,59.3535353535,25.3982300885,Ldp,1,3
4569,87122,157546,2005121811,13.3469387755,35.8181818182,21.4159292035,Ldc,1,3
4762,87310,157470,2008100142,8,35,15.5785123967,Ldc,1,3
4517,90828,156952,2005074323,15.1428571429,85.3131313131,28.7610619469,Ldc1,1,3
4560,90625,157707,2005110265,11.806122449,44,22.0353982301,Ldc1,1,3
4504,77953,153170,2005073268,,77.1313131313,34.3362831858,lEdp2,1,1
4611,75823,136462,2006-6716/D,10.97,55.5394736842,22.7430555556,Lda1,1,3
4516,81909,153489,2005074321,14.2244897959,58.1414141414,24.0707964602,Ldc0,1,3
4829,86355,155970,2008121095,11,49,19.7107438017,Ldc1,1,3
4834,81600,154625,2008121101,17,56,27.9752066116,Ldb,1,3
4853,81820,154740,2008121125,13,47,29.6280991736,Ldb,1,3
4518,87423,158692,2005074324,11.7142857143,54.101010101,20.8849557522,Ldc,1,3
4633,86376,158211,200660216B,,50.1842105263,17.4513888889,Ldc,1,3
4675,86500,158900,20066716/C,9.61,44.8684210526,21.7986111111,Ldc,1,3
4823,87530,158550,2008120797,8.7,40,23.0165289256,Ldc,1,3
4824,86680,158345,2008120798,,43,24.6694214876,Ldc,1,3
4542,85327,153473,2005080904,12.5714285714,40.3636363636,23.4513274336,Ldc1,1,3
4521,85405,153903,2005074327,16.6734693878,54.9090909091,24.6902654867,Ldp0,1,3
4845,86790,160455,2008121115,11,40,23.0165289256,Ldc,1,3
4835,85200,151115,2008121103,11,47,22.1900826446,Ldp(c),1,3
4519,84375,156426,2005074325,13.8163265306,49.5555555556,24.0707964602,Ldp0,1,3
4852,87080,160780,2008121124,11,42,27.1487603306,Ldbd,1,3
4505,78247,152320,2005073269,18,66.3232323232,25.7522123894,lEdp2,1,1
4993,89183,154018,20435/A,17,49.6565656566,37.7876106195,Ldc1,1,3
4994,89183,154018,20435/B,,48.7474747475,38.4955752212,Ldc1,1,3
4676,86285,158805,2007-70010/A,11.1,52.9473684211,,Ldc,1,3
4828,86360,159380,2008121094,8.8,42,16.4049586777,Ldc,1,3
4613,91380,155640,2006-70001/C,11.65,47.9736842105,,NC,1,1
4862,86660,155500,2008121211,,42,16.4049586777,NC,1,1
4538,84158,159640,2005080900,7.75510204082,32.9898989899,17.1681415929,Pba,1,3
4650,84600,150800,200660682L,13.6,58.0789473684,25.9930555556,uAda2,1,4
4553,77784,154390,2005094289,17.7959183674,57.8383838384,24.4247787611,Uep,1,1
4543,84285,153697,2005080905,13.3367346939,49.4545454546,24.7787610619,uLdc2,1,3
4503,93304,155825,2005073266,9.87755102041,41.0707070707,22.5663716814,uLda2,1,3
4922,89500,139150,200990887A,15.9,67.4210526316,28.2164948454,uAda2,1,4
4565,79003,153928,2005112807,,79.7575757576,11.0619469027,Zdc,1,1
4859,75630,135400,2008121207,,49,25.4958677686,wLdc2,1,3
4717,129400,135400,200803243,,,26.9834710744,Aba(b)0,3,4
4718,129400,135400,200803244,14.9,,26.1570247934,Aba(b)0,3,4
4628,130400,130300,200660153D,21.3,91.1052631579,29.9513888889,Aba1,3,4
4629,130400,130300,200660153E,25.1,86.2368421053,35.3680555556,Aba1,3,4
4981,129511,135440,203002,15,52.0808080808,27.0404040404,Abp(c),3,4
4982,129511,135440,203102,,55.1111111111,26.0303030303,Abp(c),3,4
5006,141009,119671,204A,19.9977004,50.6626,42.11069836,AbB,3,4
4953,101664,136835,201A,,47.4823177468,29.94059918,Abp(c),3,4
5152,108700,136650,20897 Q C,12.7,47.6363636364,2,Aca0,3,4
5153,108700,136700,20897 Q E,,47.6363636364,27.0796460177,Aca0,3,4
5176,109100,136900,20897O,,59.9595959596,28.0530973451,Acp(c),3,4
5177,109000,136800,20897P,11.4,58.4444444444,2,Acp(c),3,4
5174,108300,137200,20897J,,40.7676767677,2,Acp(c),3,4
5154,108900,136700,20897 Q G,12.7,47.6363636364,27.0796460177,Adp(c),3,4
5024,100100,128900,20528H,20.4,85.1111111111,38.4955752212,EDpy,3,5
5025,99900,128900,20528I,23.8,63.797979798,36.7256637168,EIpy,3,5
5026,99900,128850,20528J,20.7,63.2929292929,40.4424778761,EIpy,3,5
5023,100350,129100,20528G,22.7,54.303030303,39.7345132743,EIpy,3,5
4759,110150,136350,2008089089,,51,27.1487603306,Ehp,3,5
4708,109600,135100,20080288F,11.2,43.4949494949,16.8762886598,Lca1,3,7
4714,112550,136350,20080288L,16.5,48.1414141414,26.8762886598,Lca0,3,7
4925,91000,136100,200990887D,7.98,53.4736842105,11.1030927835,Ldp(c),3,7
4758,110300,136100,2008089088,17,61,29.6280991736,Ldc0,3,7
4581,113250,127600,200544917,38.9183673469,144,57.610619469,uAfp2,3,4
4756,113350,127500,2008089086,45,150,82.520661157,uAfp2,3,4
4604,113598,127613,2006-60284D,33,143.078947368,36.6180555556,vUfp2,3,5
4936,111080,132000,200A,10.8027173913,38.4867695426,13.0976635514,Zbg,3,6
4757,113700,127600,2008089087,,140,68.4710743802,Ufp,3,5
5027,126250,117500,20529/A,25,47.8383838384,39.1150442478,(x)Aba,4,4
4547,120682,119120,2005093462,18.306122449,57.6363636364,21.8584070796,AbB,4,4
4548,120463,118683,2005093463,16.0612244898,54.101010101,18.3185840708,AbB,4,4
5019,120300,119850,20528C2,,51.2727272727,41.5044247788,Aba1,4,4
4856,118800,118700,2008121165,24,57,27.9752066116,Aba1,4,4
4863,118500,119100,2008121213,18,50,25.4958677686,Aba1,4,4
5029,120400,119600,20529/D,25.7,54.8080808081,42.9203539823,Abp,4,4
5030,120400,119600,20529/E,25.6,53.797979798,41.4159292035,Abp,4,4
5041,117450,123500,20529R,19.7,54.404040404,40.8849557522,Abp,4,4
5042,117450,123500,20529S,20.3,50.2626262626,44.9557522124,Abp,4,4
4987,117449,118258,203A,13.4016002,40.1602794324,,Aca1,4,4
4979,103014,123783,202A,10.1558998,39.2727588734,,ADp,4,4
5040,115700,119000,20529Q,17.5,61.7777777778,43.0973451327,Adp(c),4,4
5043,117800,123000,20529T,16.5,61.0707070707,35.3097345133,Gbbn4,4,8
4634,113900,130200,200660284C,15,83.8684210526,9.88194444444,Gbxn4,4,8
4549,121668,118968,2005093464,11.3265306122,49.9595959596,11.7699115044,Gbpn,4,8
4603,113875,129884,2006-60284B,15,105.578947368,12.3125,nLbx2_3,4,7
5020,101400,130650,20528D,24.2,56.7272727273,42.0353982301,Sbx(x),4,6
5021,101500,130100,20528E,23.7,54.5050505051,35.3097345133,uSbx2,4,6
5022,101600,129900,20528F,21,58.3434343434,44.2477876106,wLbx2,4,7
4820,134900,79900,2008113930,29,73,42.8512396694,(x)Aba,11,24
4814,135000,80700,2008113923,,120,51.1157024793,Gbaf2,11,26
4818,139550,81200,2008113927,32,80,39.5454545455,Gbbf2,11,26
4819,139400,81000,2008113928,24,65,28.8016528926,Gbbf2,11,26
4813,137300,81900,2008113922,28,80,33.7603305785,fAbb2_3,10,24
4817,137500,81900,2008113926,34,76,35.4132231405,fAbb2_3,10,24
4815,138100,82600,2008113924,40,77,39.5454545455,kAba2_3,10,24
4816,139800,81700,2008113925,38,83,32.9338842975,uAba2_3,10,24
4912,109550,148350,200990386G,10.8,51.5,26.6701030928,(x)Aca,2,4
4563,93542,139645,2005112805,,45.6161616162,25.3982300885,(x)Ada,2,4
4976,138429,142518,2029/25752,11.8795180723,61,,(x)Aca,2,4
4760,105520,146605,2008089090,16,60,34.5867768595,(x)Ada,2,4
4890,106981,158166,2009-90062A,17.6,61.6315789474,27.4948453608,Aba1,2,4
4785,161800,128900,2008112268,14,48,20.5371900826,Aba1,2,4
4620,153800,134400,200660136/C,24.8,79.5263157895,36.3402777778,Aba(b)1,2,4
4892,110785,152516,2009-90199A,,53.4736842105,22.6494845361,Aba1,2,4
4572,119400,136400,200544529,10.9591836735,39.6565656566,17.9646017699,Aba(b)0,2,4
4877,108700,153100,200880288A,18.8,55.6161616162,25.7422680412,Aba1,2,4
4678,106998,160240,2007-70055/B,19.3,58.8684210526,,Aba1,2,4
5171,107800,137700,20897F,11.7,45.9191919192,2,Aba1,2,4
4621,155000,137400,200660136/D,,74.7894736842,46.0625,Aba1,2,4
4535,99958,144517,2005080897,13.5510204082,52.0808080808,21.9469026549,Aba0,2,4
4648,110400,148800,200660682D,15,63.2105263158,25.5763888889,Aba1,2,4
4649,110550,148700,200660682E,13.5,71.6315789474,21.3402777778,Aba1,2,4
4911,110200,149000,200990386F,,65.7105263158,15.9690721649,Aba1,2,4
5164,106200,143400,20897 V C,20.1,54.6060606061,2,Aba1,2,4
4713,111400,140050,20080288K,15.2,48.7474747475,23.1649484536,Aba1,2,4
4586,126700,143250,200546617,15.1428571429,53.595959596,20.9734513274,Aba1,2,4
4664,107800,147800,200660851/A,21.9,63.0789473684,37.4513888889,Aba1,2,4
4665,107800,147800,200660851/B,,58.2105263158,30.1597222222,Aba1,2,4
4666,107800,147800,200660851/C,21.2,59.1315789474,48.1458333333,Aba1,2,4
4667,107800,147800,200660851/D,16.9,53.3421052632,28.2152777778,Aba1,2,4
4866,109400,140500,2008129312,9.1,39,13.0991735537,Aba1,2,4
5156,109450,141500,20897 R G,16.6,60.7676767677,31.9469026549,Aba1,2,4
5157,109400,141400,20897 S E,16.8,53.1919191919,33.3628318584,Aba1,2,4
5158,109650,140950,20897 T C,14,47.7373737374,2,Aba1,2,4
5159,109700,141000,20897 T E,14,47.7373737374,31.2389380531,Aba1,2,4
5160,109700,141050,20897 T G,14,47.7373737374,31.2389380531,Aba1,2,4
5161,109800,141700,20897 U C,13.9,52.2828282828,2,Aba1,2,4
5162,109800,141800,20897 U E,13.9,52.2828282828,29.2920353982,Aba1,2,4
5163,109850,141800,20897 U G,,52.2828282828,29.2920353982,Aba1,2,4
4858,110097,152080,2008121206,19,50,30.4545454545,Aba1,2,4
4860,109733,151337,2008121208,,52,25.4958677686,Aba1,2,4
4921,158200,130750,200990886A,15.1,52.1578947368,29.3505154639,AbB,2,4
4622,153800,134500,200660136A,,74.3947368421,32.3819444444,AbB,2,4
4623,153800,134500,200660136B,,69.3947368421,30.5069444444,AbB,2,4
4624,153800,134500,200660136C,24.8,79.5263157895,36.3402777778,AbB,2,4
4914,161300,128900,200990791D,15,90.9736842105,21.9278350515,Abp(c),2,4
4840,90156,140547,2008121110,13,55,23.0165289256,Ada0,2,4
4659,97659,145691,200660750B,16.12,54.2763157895,19.7569444444,Aca0,2,4
4534,100533,145619,2005080896,14.5306122449,51.2727272727,23.4513274336,Aca1,2,4
4865,109100,140600,2008129310,12,49,23.0165289256,Abp(c),2,4
5155,109300,141300,20897 R C,16.6,60.7676767677,2,Abp(c),2,4
4610,108811,144300,2006-6716/B,18.79,65.9210526316,29.1319444444,Abp1,2,4
4682,104358,140770,2007-70369/B,12.7,54,,Aca0,2,4
4585,126700,142900,200546616,19.0204081633,58.3434343434,25.7522123894,Abp0,2,4
4967,107004,158808,20265A,16.8,50.5656565657,35.4867256637,Aca1,2,4
4619,100486,159294,200660020D,18.4,57.6842105263,28.1458333333,Aca1,2,4
5028,118600,137600,20529/C,,49.0505050505,42.3008849558,Aca1,2,4
4910,109700,148450,200990386E,11.8,59.1315789474,18.8350515464,Aca1,2,4
5139,108450,138100,20897 C C,12.5,50.0606060606,2,Aca1,2,4
5141,108600,138000,20897 C G,12.5,50.0606060606,23.3628318584,Aca1,2,4
5143,108200,137900,20897 G E AMENDEMENT,12.8,39.1515151515,27.610619469,Aca1,2,4
5146,109300,137000,20897 L C,10.6,48.7474747475,2,Aca1,2,4
5147,109350,137100,20897 L E,10.6,48.7474747475,27.6991150442,Aca1,2,4
5175,109200,137000,20897N,10.4,42.0808080808,28.1415929204,Aca1,2,4
5140,108500,138050,20897 C E,12.5,50.0606060606,23.3628318584,Acp(c),2,4
4968,107500,159400,20265B,10.9,47.4343434343,29.3805309735,Acp(c),2,4
5137,107200,138100,20897 A G,,62.9898989899,24.9557522124,Aca1,2,4
4609,100300,158160,2006-61186/A,12.9,46.2368421053,24.8819444444,Ada1,2,4
5142,108100,137850,20897 G C AMENDEMENT,12.8,39.1515151515,2,Acp(c),2,4
5170,107900,137700,20897E,13.2,48.0404040404,23.2743362832,Acp(c),2,4
4709,112500,137850,20080288G,10.1,43.4949494949,15.8453608247,Aca0,2,4
5135,107100,138100,20897 A C,19.5,62.9898989899,2,Acp(c),2,4
5136,107100,138100,20897 A E,19.5,62.9898989899,24.9557522124,Acp(c),2,4
5173,108300,137300,20897I,12,46.9292929293,26.3716814159,Acp(c),2,4
4891,107016,157974,2009-90062C,,51.1052631579,25.4329896907,Aca1,2,4
4908,90850,147400,200990386C,19.4,68.6052631579,37.1855670103,Aca1,2,4
4658,97463,145846,200660750A,15.95,63.3552631579,21.0555555556,Ada0,2,4
4605,100262,148070,2006-60750C,17.32,64.9473684211,22.7291666667,ADp(c),2,4
4660,100200,148200,200660750C,17.32,64.9473684211,22.7291666667,ADp(c),2,4
4893,110684,152815,2009-90199B,12.3,58.2105263158,13.3711340206,Acp,2,4
5138,108850,137650,20897 B C,15.3,47.8383838384,2,Ada1,2,4
5145,109000,137900,20897 K C,15,46.5252525253,2,Ada1,2,4
4867,123500,140300,2008129314,9,38,13.0991735537,Ada1,2,4
4564,92359,140054,2005112806,15.7551020408,57.0303030303,23.0088495575,Ada1,2,4
4690,107000,160200,200770055/B,19.3,58.8684210526,,Acp0_1,2,4
4606,97454,150427,2006-60750D,14.99,54.6184210526,20.3680555556,Ada0,2,4
4855,95928,148634,2008121164,13,46,18.8842975207,Ada1,2,4
4677,108268,157518,2007-70055/A,19.7,72.0263157895,,Adp,2,4
4689,108300,157500,200770055/A,19.7,72.0263157895,,Adp,2,4
5151,109300,139300,20897 M G,13.4,55.7171717172,29.6460176991,Ada1,2,4
5165,109500,138500,20897 W C,,112.686868687,2,Ada1,2,4
5166,108650,138800,20897AA,,59.7575757576,28.9380530973,Ada1,2,4
5167,108500,138900,20897AB,27.9,59.8585858586,31.9469026549,Ada1,2,4
5168,108500,138900,20897AD,15.1,52.4848484848,2,Ada1,2,4
5149,109200,139200,20897 M C,13.4,55.7171717172,2,Ada0,2,4
5150,109200,139200,20897 M E,13.4,55.7171717172,29.6460176991,Ada0,2,4
4973,129620,135898,202802,,54.101010101,26.0303030303,ADa1,2,4
4977,129620,135898,202902,11,45.0101010101,25.0202020202,ADa1,2,4
4913,102417,155226,200990393,12.8,45.3157894737,30.587628866,Ada1,2,4
4686,97484,146852,2007-71304/A,14.3,61.1052631579,,Ada1,2,4
4715,122200,137100,200803221,,,24.9173553719,ADa1,2,4
4716,122200,137000,200803222,13.8,,27.1487603306,ADa1,2,4
4706,115000,136300,20080288C,10.5,40.1616161616,19.9690721649,Ada0,2,4
5148,109400,137150,20897 L G,10.6,48.7474747475,27.6991150442,Adp(c),2,4
4844,100700,144500,2008121114,19,49,27.1487603306,Adp,2,4
4674,106090,156017,200661158/A,14,47.0263157895,29.3263888889,Ada1,2,4
5144,108200,138000,20897 G G AMENDEMENT,12.8,39.1515151515,27.610619469,Adp(c),2,4
5169,107900,137800,20897D,12,47.5353535353,22.0353982301,Adp(c),2,4
4571,119000,136300,200543731,,40.5656565657,19.9115044248,ADp,2,4
4712,111600,137800,20080288J,15,42.1818181818,26.0515463918,Adp1,2,4
4536,100036,144753,2005080898,24.6326530612,102.585858586,38.4955752212,AFp,2,4
4537,99887,144664,2005080899,23.5102040816,98.5454545454,36.1061946903,AFp,2,4
5172,108300,137450,20897H,10,38.6464646465,23.3628318584,Aha1,2,4
4878,107500,155300,200880288B,,45.1111111111,22.4432989691,Adp(c),2,4
4707,110500,137100,20080288E,17.4,53.2929292929,21.618556701,Aep,2,4
4907,90280,145440,200990386B,20.5,87.2894736842,24.1958762887,AIpy,2,4
4909,90200,145380,200990386D,18.4,72.8157894737,31,AIpy,2,4
4711,111400,138000,20080288I,13.1,49.6565656566,21.412371134,Ahp,2,4
4683,90769,148285,2007-70381/A,,91.2368421053,,Ahp,2,4
4602,90830,148373,2006-60056G-bis,32.8,131.5,49.9513888889,Eep,2,5
4710,115700,142600,20080288H,,63.2929292929,23.7835051546,GbBk,2,5
4861,108600,157700,2008121210,16,50,37.8925619835,Lca,2,3
4906,90950,148300,200990386A,24.1,63.2105263158,26.6494845361,uAdc2,2,4
4681,103891,140769,2007-70369/A,11.9,53.7368421053,,Aba(b)1,2,4
4806,137500,107650,2008113913,20,60,28.8016528926,(x)Aca,5,9
4617,165400,127500,200660 153 F,18.8,76.1052631579,32.7291666667,(x)ADa,5,9
4870,138400,115200,2008130904,,63,36.2396694215,Aba(b)1,5,9
5127,163950,125500,208710,27.062992126,101.881578947,38.83,Aba(b)1,5,9
5122,163950,125300,208510,25.4015748032,88.6842105263,36.25,Aba(b)0,5,9
4809,150000,108600,2008113918,,56,21.3636363636,Aba(b)1,5,9
4875,137900,116500,2008130909,14,47,22.1900826446,Aba(b)0,5,9
4928,149000,109000,200990983A,15.3,57.1578947368,27.2886597938,AbB,5,9
4929,149000,109000,200990983B,13.2,54.6578947368,27.5979381443,AbB,5,9
4930,149000,109000,200990983C,13.8,59.1315789474,24.0927835052,AbB,5,9
4805,137400,107400,2008113912,,58,24.6694214876,AbB,5,9
4808,142400,110900,2008113915,18,50,27.1487603306,Aba1,5,9
4916,139700,118400,200990867U,17.2,60.7105263158,25.8453608247,Abp,5,9
4871,139000,114300,2008130905,26,62,39.5454545455,ADa1,5,9
4811,143650,112100,2008113920,24,120,35.4132231405,ADB,5,9
4872,138550,115850,2008130906,,55,25.4958677686,ADa1,5,9
4874,137600,113300,2008130908,19,50,27.9752066116,Ada1,5,9
4873,138300,116100,2008130907,17,50,24.6694214876,ADa1,5,9
4950,157762,127554,2019/21994,3.44578313253,54,,ADa0,5,9
4864,131300,114800,2008128863,18,66,25.4958677686,ADp,5,9
4931,138000,118700,200991022A,17.5,67.4210526316,31.3092783505,Ada1,5,9
4932,137900,118600,200991022B,17.2,64,29.4536082474,Ada1,5,9
5133,164800,125000,208910,29.2519685039,115.013157895,46.13,ADp,5,9
4955,158594,127808,2020/21995,,75,,ADp(c),5,9
4618,165400,127600,200660 153F,18.8,76.1052631579,32.7291666667,Aha0,5,9
5182,165000,124750,209110,28.2362204724,240.052631579,43.59,AIp0,5,9
4927,166300,118800,200990905C,24.1,100.842105263,28.6288659794,GbBf0_1_2,5,13
4947,159586,123261,2018/21993,34.7710843373,102,,GDBf0_1_2,5,13
4944,159805,123494,2017/21992,34.7710843373,104,,GDBp0_1_2,5,14
4810,150000,108200,2008113919,20,57,37.8925619835,uADa2_3,5,9
5008,161113,126065,205/004/S/ML/97/1,12.8346456693,60.1842105263,27,uADa2_3,5,9
5296,81000,153400,21200B,11.2,43.696969697,31.1504424779,(x)Ldc,1,3
5448,75272,137790,21372/G,10.7,51.9797979798,29.4690265487,(x)Lda,1,3
5432,72600,151100,21312,12,39.8585858586,23.5398230089,Aca0,1,4
5299,73200,155000,21200E,20.9,91.8787878788,48.5840707965,Ada0,1,4
5298,81500,152000,21200D,14.7,59.5555555556,36.3716814159,Ldc0,1,3
5396,87200,153800,21273/D,7.86,49.2525252525,20,Ldp(c),1,3
5297,81100,152000,21200C,22.3,88.8484848485,48.5840707965,Ldc0,1,3
5397,87400,153700,21273/E,8.6,57.4343434343,21.7699115044,Ldc1z,1,3
5295,81300,153200,21200A,14.6,50.9696969697,34.6902654867,Ldc0,1,3
5300,86400,158400,21200K,12.2,42.8888888889,28.6725663717,Ldc,1,3
5394,87000,154000,21273/B,9.94,72.8888888889,25.0442477876,Ldc1,1,3
5395,87000,153800,21273/C,13.3,80.5656565657,20.8849557522,Ldc1,1,3
5221,114650,115500,21081O,21.7,52.8888888889,43.6283185841,Aba(b)1,3,4
5515,146000,127000,21619J,18.9,53.595959596,35.0442477876,Aba(b)0,3,4
5516,146000,127000,21619K,19.8,69.6565656566,32.1238938053,Aba(b)0,3,4
5220,115200,115600,21081N,,49.3535353535,37.4336283186,Aba1,3,4
5351,121900,135900,21257/A,9.33,40.1616161616,24.9557522124,LDp(c),3,7
5352,121900,135900,21257/B,,45.3131313131,26.3716814159,LDp(c),3,7
5231,113000,127250,21081Y,20.9,60.6666666667,41.6814159292,Ugp,3,5
5227,119400,118850,21081U,14.9,82.5858585859,32.2123893805,Aba1,4,4
5228,119500,119000,21081V,,74.404040404,34.8672566372,Aba1,4,4
5229,119500,119000,21081W,14.1,52.9898989899,31.1504424779,Aba1,4,4
5230,119700,119200,21081X,15.2,43.1919191919,31.2389380531,Aba1,4,4
5498,116800,119300,21590 B C,21.3,53.595959596,2,Aba1,4,4
5501,116800,119300,21590B E,21.3,53.595959596,41.9469026549,Aba1,4,4
5226,119700,118100,21081T,14.9,42.9898989899,35.0442477876,Aba1,4,4
5222,119300,118100,21081P,21.8,63.4949494949,36.814159292,Aba1,4,4
5223,119300,118100,21081Q,20.4,49.6565656566,37.8761061947,Aba1,4,4
